filename,width,height,class,xmin,ymin,xmax,ymax
382_none.jpg,1280,720,0,736,29,1005,292
55_none.jpg,1280,720,17,797,61,963,182
55_none.jpg,1280,720,9,821,341,1176,569
55_none.jpg,1280,720,8,1028,1,1264,383
353_none.jpg,1280,720,9,814,131,1136,347
353_none.jpg,1280,720,10,694,471,957,720
353_none.jpg,1280,720,9,131,11,401,300
242_none.jpg,1280,720,15,916,89,1266,266
343_none.jpg,1280,720,10,866,229,1063,388
343_none.jpg,1280,720,8,260,186,572,338
343_none.jpg,1280,720,14,593,275,775,571
192_none.jpg,1280,720,7,1038,322,1214,620
461_none.jpg,1280,720,6,859,109,1149,441
5_none.jpg,1280,720,17,549,389,759,588
5_none.jpg,1280,720,12,1044,267,1162,610
5_none.jpg,1280,720,9,72,17,352,280
188_none.jpg,1280,720,17,915,523,1065,683
188_none.jpg,1280,720,13,383,375,497,573
220_none.jpg,1280,720,9,220,59,456,289
129_none.jpg,1280,720,12,866,186,1102,422
129_none.jpg,1280,720,18,231,571,426,720
129_none.jpg,1280,720,5,1060,390,1202,720
385_none.jpg,1280,720,13,289,473,508,649
385_none.jpg,1280,720,12,1117,61,1280,296
385_none.jpg,1280,720,10,406,79,576,359
315_none.jpg,1280,720,18,402,384,734,686
315_none.jpg,1280,720,0,1,361,280,680
315_none.jpg,1280,720,13,352,134,657,302
291_none.jpg,1280,720,7,233,354,500,720
291_none.jpg,1280,720,2,54,258,241,509
73_none.jpg,1280,720,19,74,63,198,185
73_none.jpg,1280,720,10,768,285,1087,607
276_none.jpg,1280,720,13,403,1,555,179
276_none.jpg,1280,720,9,190,379,490,720
280_none.jpg,1280,720,19,258,484,432,664
280_none.jpg,1280,720,3,559,414,779,615
280_none.jpg,1280,720,19,128,1,308,136
4_none.jpg,1280,720,12,1024,84,1280,241
4_none.jpg,1280,720,0,60,284,381,616
423_none.jpg,1280,720,7,1006,402,1187,720
423_none.jpg,1280,720,5,888,153,1280,397
256_none.jpg,1280,720,2,854,603,1038,717
263_none.jpg,1280,720,10,775,154,933,405
263_none.jpg,1280,720,8,416,142,561,450
457_none.jpg,1280,720,19,1038,461,1127,585
457_none.jpg,1280,720,7,720,502,842,684
457_none.jpg,1280,720,17,802,1,1038,114
225_none.jpg,1280,720,19,791,498,921,682
225_none.jpg,1280,720,12,296,532,499,704
225_none.jpg,1280,720,18,530,221,800,443
271_none.jpg,1280,720,6,13,202,388,355
271_none.jpg,1280,720,2,411,472,649,720
271_none.jpg,1280,720,11,984,25,1181,291
209_none.jpg,1280,720,9,235,194,473,566
209_none.jpg,1280,720,16,255,2,407,132
209_none.jpg,1280,720,10,785,138,1004,302
450_none.jpg,1280,720,10,441,444,646,667
450_none.jpg,1280,720,16,166,337,326,443
252_none.jpg,1280,720,8,1060,539,1280,644
148_none.jpg,1280,720,15,836,318,1201,698
148_none.jpg,1280,720,17,1066,18,1280,211
253_none.jpg,1280,720,6,768,179,973,466
253_none.jpg,1280,720,19,44,150,156,296
253_none.jpg,1280,720,2,1020,218,1145,411
393_none.jpg,1280,720,8,20,477,251,720
393_none.jpg,1280,720,18,1,1,440,190
393_none.jpg,1280,720,3,141,143,298,358
165_none.jpg,1280,720,0,1034,317,1274,570
165_none.jpg,1280,720,4,85,483,274,720
165_none.jpg,1280,720,8,507,59,642,268
40_none.jpg,1280,720,7,626,400,832,541
418_none.jpg,1280,720,19,531,104,737,252
418_none.jpg,1280,720,19,66,515,275,713
445_none.jpg,1280,720,0,271,8,537,275
325_none.jpg,1280,720,5,441,441,655,613
180_none.jpg,1280,720,1,748,207,889,343
35_none.jpg,1280,720,2,401,156,526,477
305_none.jpg,1280,720,0,850,161,1111,315
443_none.jpg,1280,720,6,250,238,614,558
443_none.jpg,1280,720,9,583,461,881,720
303_none.jpg,1280,720,14,930,111,1156,382
359_none.jpg,1280,720,19,402,125,585,313
190_none.jpg,1280,720,7,63,198,262,379
190_none.jpg,1280,720,19,783,74,903,167
190_none.jpg,1280,720,2,1,406,337,550
120_none.jpg,1280,720,13,627,210,755,431
120_none.jpg,1280,720,7,87,200,244,328
184_none.jpg,1280,720,9,596,114,791,399
184_none.jpg,1280,720,8,1,1,224,177
335_none.jpg,1280,720,1,161,446,420,692
71_none.jpg,1280,720,3,567,304,808,613
71_none.jpg,1280,720,13,1067,206,1227,416
71_none.jpg,1280,720,9,1,453,146,720
337_none.jpg,1280,720,9,670,153,1009,661
337_none.jpg,1280,720,3,942,279,1128,487
301_none.jpg,1280,720,18,380,268,548,512
301_none.jpg,1280,720,15,820,319,1192,720
301_none.jpg,1280,720,8,1,436,158,720
213_none.jpg,1280,720,16,1112,435,1254,586
420_none.jpg,1280,720,5,364,303,808,456
420_none.jpg,1280,720,9,1,421,301,599
420_none.jpg,1280,720,19,617,166,754,344
9_none.jpg,1280,720,19,989,115,1179,258
435_none.jpg,1280,720,5,39,320,435,504
435_none.jpg,1280,720,8,397,221,593,632
435_none.jpg,1280,720,1,890,358,1011,481
417_none.jpg,1280,720,6,990,146,1280,296
417_none.jpg,1280,720,4,304,140,408,429
64_none.jpg,1280,720,18,856,1,1109,451
324_none.jpg,1280,720,5,869,63,1029,436
49_none.jpg,1280,720,19,698,308,849,443
66_none.jpg,1280,720,19,123,262,267,441
66_none.jpg,1280,720,4,706,114,889,249
66_none.jpg,1280,720,5,894,327,1280,579
162_none.jpg,1280,720,12,706,53,849,195
162_none.jpg,1280,720,8,119,171,282,375
162_none.jpg,1280,720,14,830,436,1121,692
432_none.jpg,1280,720,8,1,372,166,720
380_none.jpg,1280,720,14,455,335,708,645
449_none.jpg,1280,720,15,99,421,299,708
98_none.jpg,1280,720,11,292,465,543,720
354_none.jpg,1280,720,10,530,284,948,664
354_none.jpg,1280,720,10,1105,38,1243,231
328_none.jpg,1280,720,11,267,328,552,626
328_none.jpg,1280,720,9,925,92,1201,503
400_none.jpg,1280,720,1,814,107,989,272
400_none.jpg,1280,720,19,140,369,268,499
400_none.jpg,1280,720,9,237,96,731,331
215_none.jpg,1280,720,12,596,378,850,595
215_none.jpg,1280,720,8,468,1,771,370
331_none.jpg,1280,720,17,785,61,958,213
7_none.jpg,1280,720,7,104,389,574,720
7_none.jpg,1280,720,8,746,33,1086,435
7_none.jpg,1280,720,11,1024,335,1280,720
396_none.jpg,1280,720,12,1095,451,1280,675
454_none.jpg,1280,720,9,273,291,431,538
454_none.jpg,1280,720,4,754,524,930,720
454_none.jpg,1280,720,2,1,82,233,423
348_none.jpg,1280,720,12,1,292,232,659
208_none.jpg,1280,720,1,1130,561,1280,716
208_none.jpg,1280,720,15,283,299,587,561
59_none.jpg,1280,720,15,305,192,611,434
59_none.jpg,1280,720,15,976,422,1166,720
22_none.jpg,1280,720,4,285,504,516,632
22_none.jpg,1280,720,5,194,1,432,413
22_none.jpg,1280,720,0,641,2,833,481
82_none.jpg,1280,720,7,998,416,1274,720
82_none.jpg,1280,720,0,506,265,656,551
214_none.jpg,1280,720,10,879,331,1142,553
229_none.jpg,1280,720,8,358,33,556,143
229_none.jpg,1280,720,3,1022,282,1204,526
446_none.jpg,1280,720,7,55,242,265,543
201_none.jpg,1280,720,10,717,32,1071,400
201_none.jpg,1280,720,17,730,562,862,720
201_none.jpg,1280,720,15,1,1,254,373
95_none.jpg,1280,720,1,361,341,613,602
95_none.jpg,1280,720,1,1,4,158,168
316_none.jpg,1280,720,3,743,524,895,720
316_none.jpg,1280,720,17,577,1,745,245
316_none.jpg,1280,720,5,143,474,473,688
228_none.jpg,1280,720,2,878,91,1130,296
228_none.jpg,1280,720,1,868,591,1009,720
342_none.jpg,1280,720,3,926,573,1159,720
206_none.jpg,1280,720,4,1092,434,1225,690
206_none.jpg,1280,720,2,270,140,463,391
206_none.jpg,1280,720,19,710,157,852,305
436_none.jpg,1280,720,10,453,304,732,539
436_none.jpg,1280,720,10,1,423,250,593
428_none.jpg,1280,720,18,477,238,655,519
428_none.jpg,1280,720,1,817,79,955,238
428_none.jpg,1280,720,1,113,437,373,705
97_none.jpg,1280,720,10,665,351,971,587
97_none.jpg,1280,720,1,1,522,190,714
97_none.jpg,1280,720,8,539,148,736,396
205_none.jpg,1280,720,6,191,1,457,316
205_none.jpg,1280,720,9,67,482,555,710
138_none.jpg,1280,720,13,1,98,218,311
138_none.jpg,1280,720,2,96,331,279,577
237_none.jpg,1280,720,13,748,296,1052,525
167_none.jpg,1280,720,1,612,514,737,635
167_none.jpg,1280,720,5,1021,267,1205,569
65_none.jpg,1280,720,10,788,341,994,468
65_none.jpg,1280,720,5,361,46,582,419
406_none.jpg,1280,720,0,921,331,1280,531
378_none.jpg,1280,720,2,305,362,533,714
378_none.jpg,1280,720,9,642,435,877,720
378_none.jpg,1280,720,9,827,37,1156,344
110_none.jpg,1280,720,13,528,493,725,664
100_none.jpg,1280,720,0,577,260,895,536
100_none.jpg,1280,720,1,125,331,400,610
100_none.jpg,1280,720,14,1090,237,1280,495
50_none.jpg,1280,720,5,324,419,800,720
308_none.jpg,1280,720,4,1059,396,1280,473
308_none.jpg,1280,720,13,1117,107,1280,282
295_none.jpg,1280,720,14,675,183,943,484
295_none.jpg,1280,720,16,1086,1,1212,215
295_none.jpg,1280,720,17,278,203,444,492
168_none.jpg,1280,720,1,914,130,1117,325
244_none.jpg,1280,720,18,606,263,779,505
244_none.jpg,1280,720,5,1072,58,1280,386
244_none.jpg,1280,720,6,737,448,875,700
466_none.jpg,1280,720,13,426,1,667,204
90_none.jpg,1280,720,4,141,45,330,212
90_none.jpg,1280,720,2,1031,189,1230,532
202_none.jpg,1280,720,10,85,1,468,265
202_none.jpg,1280,720,7,821,38,1094,226
161_none.jpg,1280,720,17,681,203,900,334
70_none.jpg,1280,720,14,523,339,843,698
37_none.jpg,1280,720,18,199,366,503,720
37_none.jpg,1280,720,7,853,64,1059,377
37_none.jpg,1280,720,9,570,451,889,720
298_none.jpg,1280,720,0,443,1,627,265
298_none.jpg,1280,720,1,712,324,1035,624
298_none.jpg,1280,720,4,762,97,1047,263
332_none.jpg,1280,720,19,472,408,586,498
332_none.jpg,1280,720,8,167,136,435,273
332_none.jpg,1280,720,14,714,1,1001,301
207_none.jpg,1280,720,1,1,275,261,605
207_none.jpg,1280,720,0,278,459,575,610
28_none.jpg,1280,720,1,227,356,397,510
28_none.jpg,1280,720,10,570,353,694,560
28_none.jpg,1280,720,10,599,1,762,190
386_none.jpg,1280,720,5,204,470,392,714
75_none.jpg,1280,720,6,914,1,1034,284
75_none.jpg,1280,720,18,1045,29,1222,137
93_none.jpg,1280,720,12,201,224,443,532
93_none.jpg,1280,720,14,758,336,1059,623
93_none.jpg,1280,720,6,604,60,774,476
175_none.jpg,1280,720,0,220,1,560,458
175_none.jpg,1280,720,2,428,367,814,670
175_none.jpg,1280,720,19,911,308,983,411
140_none.jpg,1280,720,1,972,280,1099,418
140_none.jpg,1280,720,16,266,267,443,486
38_none.jpg,1280,720,13,532,96,778,282
38_none.jpg,1280,720,4,257,88,405,329
369_none.jpg,1280,720,14,342,10,685,272
362_none.jpg,1280,720,11,802,436,1222,711
362_none.jpg,1280,720,18,373,144,540,492
186_none.jpg,1280,720,12,182,278,449,525
186_none.jpg,1280,720,0,769,319,1048,631
186_none.jpg,1280,720,3,854,170,1159,351
368_none.jpg,1280,720,19,329,474,447,621
375_none.jpg,1280,720,2,557,25,866,177
159_none.jpg,1280,720,0,440,83,792,286
249_none.jpg,1280,720,0,174,1,462,156
330_none.jpg,1280,720,7,113,419,464,625
330_none.jpg,1280,720,4,313,98,444,413
107_none.jpg,1280,720,15,263,53,606,293
107_none.jpg,1280,720,18,614,70,831,299
107_none.jpg,1280,720,18,960,218,1247,354
241_none.jpg,1280,720,9,170,1,301,238
182_none.jpg,1280,720,17,906,8,1178,181
47_none.jpg,1280,720,2,833,1,1027,467
344_none.jpg,1280,720,2,845,217,1027,587
344_none.jpg,1280,720,1,483,385,613,521
344_none.jpg,1280,720,16,1074,453,1274,653
441_none.jpg,1280,720,6,808,474,949,720
441_none.jpg,1280,720,15,308,433,633,621
441_none.jpg,1280,720,3,648,354,830,552
327_none.jpg,1280,720,5,901,147,1029,487
327_none.jpg,1280,720,1,857,485,1084,708
221_none.jpg,1280,720,5,942,210,1227,454
221_none.jpg,1280,720,6,790,71,1072,197
221_none.jpg,1280,720,17,1,329,217,498
338_none.jpg,1280,720,17,291,373,501,628
269_none.jpg,1280,720,12,198,422,473,720
269_none.jpg,1280,720,15,41,1,422,282
31_none.jpg,1280,720,13,1076,248,1280,474
31_none.jpg,1280,720,0,487,170,780,659
31_none.jpg,1280,720,5,128,470,316,720
410_none.jpg,1280,720,4,783,400,1034,656
257_none.jpg,1280,720,19,937,410,1101,549
51_none.jpg,1280,720,11,703,375,908,661
51_none.jpg,1280,720,13,46,26,186,257
51_none.jpg,1280,720,8,153,271,360,439
294_none.jpg,1280,720,3,791,389,965,629
294_none.jpg,1280,720,0,508,24,735,458
61_none.jpg,1280,720,3,91,360,382,528
266_none.jpg,1280,720,1,215,162,477,426
266_none.jpg,1280,720,0,670,54,1034,228
370_none.jpg,1280,720,3,953,20,1115,282
370_none.jpg,1280,720,14,326,408,646,720
370_none.jpg,1280,720,6,165,154,373,353
108_none.jpg,1280,720,11,1,257,392,628
210_none.jpg,1280,720,3,305,335,588,651
210_none.jpg,1280,720,14,105,16,371,313
210_none.jpg,1280,720,15,439,1,748,227
212_none.jpg,1280,720,0,870,138,1280,392
212_none.jpg,1280,720,17,481,106,707,312
187_none.jpg,1280,720,4,723,354,892,606
277_none.jpg,1280,720,9,638,309,988,576
277_none.jpg,1280,720,7,123,77,440,344
277_none.jpg,1280,720,14,449,1,670,253
154_none.jpg,1280,720,9,432,1,677,607
154_none.jpg,1280,720,17,852,414,1046,569
154_none.jpg,1280,720,18,1035,387,1244,720
152_none.jpg,1280,720,18,775,129,1136,519
152_none.jpg,1280,720,19,1025,549,1162,697
152_none.jpg,1280,720,12,71,366,283,656
323_none.jpg,1280,720,16,830,297,958,448
124_none.jpg,1280,720,19,658,495,766,644
124_none.jpg,1280,720,10,1023,282,1213,523
124_none.jpg,1280,720,2,109,199,189,458
250_none.jpg,1280,720,19,1077,430,1207,591
250_none.jpg,1280,720,9,667,339,827,636
155_none.jpg,1280,720,1,643,1,749,108
63_none.jpg,1280,720,0,317,126,536,317
63_none.jpg,1280,720,1,178,376,328,534
63_none.jpg,1280,720,13,982,242,1135,460
439_none.jpg,1280,720,15,193,382,460,720
439_none.jpg,1280,720,3,656,369,840,633
239_none.jpg,1280,720,1,558,184,801,455
239_none.jpg,1280,720,0,338,1,762,193
239_none.jpg,1280,720,5,162,303,410,645
198_none.jpg,1280,720,0,1030,245,1251,542
54_none.jpg,1280,720,18,62,1,200,203
54_none.jpg,1280,720,10,698,302,826,525
404_none.jpg,1280,720,1,327,544,487,693
404_none.jpg,1280,720,17,152,410,345,540
199_none.jpg,1280,720,16,628,447,839,581
199_none.jpg,1280,720,8,1042,248,1247,381
74_none.jpg,1280,720,1,677,364,952,635
